"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"BEL","Belgium","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2022","2022",424,,
"CAN","Canada","TNBD","Total number of doctors","TOT","Total","2010","2010",80895,,
"CAN","Canada","TNBD","Total number of doctors","TOT","Total","2011","2011",84313,,
"CAN","Canada","TNBD","Total number of doctors","TOT","Total","2012","2012",87306,,
"CAN","Canada","TNBD","Total number of doctors","TOT","Total","2013","2013",90205,,
"CAN","Canada","TNBD","Total number of doctors","TOT","Total","2014","2014",92708,,
"CAN","Canada","TNBD","Total number of doctors","TOT","Total","2015","2015",95206,,
"CAN","Canada","TNBD","Total number of doctors","TOT","Total","2016","2016",97169,,
"CAN","Canada","TNBD","Total number of doctors","TOT","Total","2017","2017",99811,,
"CAN","Canada","TNBD","Total number of doctors","TOT","Total","2018","2018",102909,,
"CAN","Canada","TNBD","Total number of doctors","TOT","Total","2019","2019",104593,,
"CAN","Canada","TNBD","Total number of doctors","TOT","Total","2020","2020",105504,,
"CAN","Canada","TNBD","Total number of doctors","TOT","Total","2021","2021",107303,,
"CAN","Canada","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",62059,,
"CAN","Canada","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",64316,,
"CAN","Canada","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",66339,,
"CAN","Canada","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",68356,,
"CAN","Canada","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",70039,,
"CAN","Canada","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",71873,,
"CAN","Canada","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",73207,,
"CAN","Canada","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",74718,,
"CAN","Canada","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",76996,,
"CAN","Canada","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",78073,,
"CAN","Canada","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",78588,,
"CAN","Canada","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",79375,,
"CAN","Canada","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",18765,,
"CAN","Canada","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",19914,,
"CAN","Canada","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",20788,,
"CAN","Canada","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",21579,,
"CAN","Canada","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",22335,,
"CAN","Canada","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",22942,,
"CAN","Canada","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",23623,,
"CAN","Canada","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",24654,,
"CAN","Canada","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",25314,,
"CAN","Canada","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",25540,,
"CAN","Canada","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",25411,,
"CAN","Canada","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",25790,,
"CAN","Canada","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",71,,
"CAN","Canada","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",83,,
"CAN","Canada","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",179,,
"CAN","Canada","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",270,,
"CAN","Canada","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",334,,
"CAN","Canada","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",391,,
"CAN","Canada","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",339,,
"CAN","Canada","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",439,,
"CAN","Canada","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",599,,
"CAN","Canada","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",980,,
"CAN","Canada","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",1505,,
"CAN","Canada","UUUD","Unknown place of training (doctors)","TOT","Total","2021","2021",2138,,
"CAN","Canada","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",23.197,,
"CAN","Canada","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",23.619,,
"CAN","Canada","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",23.811,,
"CAN","Canada","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",23.922,,
"CAN","Canada","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",24.092,,
"CAN","Canada","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",24.097,,
"CAN","Canada","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",24.311,,
"CAN","Canada","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",24.701,,
"CAN","Canada","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",24.598,,
"CAN","Canada","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",24.418,,
"CAN","Canada","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",24.085,,
"CAN","Canada","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",24.035,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",2437,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",2532,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",2754,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",2948,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",2899,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",2849,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",2998,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",2863,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",3289,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",2701,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",2685,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",2807,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2010","2010",354918,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2011","2011",360567,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2012","2012",365428,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2013","2013",375779,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2014","2014",383846,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2015","2015",390352,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2016","2016",396178,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2017","2017",398787,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2018","2018",402855,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2019","2019",409306,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2020","2020",419183,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2021","2021",428867,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",327399,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",332665,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",337225,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",346399,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",353328,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",358472,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",362921,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",364571,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",366155,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",369906,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",378649,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",386384,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",25635,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",26000,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",25341,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",28348,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",29525,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",30189,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",31362,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",32347,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",33517,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",34695,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",36094,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",37795,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",7.22,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",7.21,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",6.94,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",7.54,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",7.69,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",7.73,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",7.91,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",8.11,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",8.32,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",8.48,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",8.61,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",8.81,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",2333,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",2010,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",1947,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",2635,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",2481,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",2428,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",2822,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",2417,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",2840,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",3199,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",3378,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",3779,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2010","2010",42614,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2011","2011",42166,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2012","2012",41582,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2013","2013",42174,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2014","2014",41671,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2015","2015",41893,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2016","2016",42682,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2017","2017",43283,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2018","2018",43951,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2019","2019",43994,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2020","2020",44388,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2021","2021",44932,,
"CZE","Czechia","TNBD","Total number of doctors","TOT","Total","2022","2022",45506,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",40740,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",40182,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",39466,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",40207,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",39635,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",39337,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",39883,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",40225,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",40719,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",40749,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",41067,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",41523,,
"CZE","Czechia","DTRD","Domestically-trained doctors","TOT","Total","2022","2022",41916,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",1874,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",1984,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",2116,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",1967,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",2036,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",2556,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",2799,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",3058,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",3232,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",3245,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",3321,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",3409,,
"CZE","Czechia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2022","2022",3590,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",4.4,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",4.71,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",5.09,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",4.66,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",4.89,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",6.1,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",6.56,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",7.07,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",7.35,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",7.38,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",7.48,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",7.59,,
"CZE","Czechia","SFTD","% of foreign-trained doctors","TOT","Total","2022","2022",7.89,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",103,,
